dataset,model,size,full model name,snapshot,seed,raw_prediction,answer_only,correct,template_id,text,operator,num1,num2,items,verb,answer,answer_str,number_format,id
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are eight yogurt boxes, after eight yogurt boxes got spoiled how many yogurt boxes are there? 
Answer: There are eight yogurt boxes.
",There are eight yogurt boxes.,FALSE,6,"Question: In the supermarket there are eight yogurt boxes, after eight yogurt boxes got spoiled how many yogurt boxes are there? 
Answer:",-,8,8,yogurt boxes,got spoiled,0,zero,textual,248
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are nine yogurt boxes, after nine yogurt boxes got spoiled how many yogurt boxes are there? 
Answer: There are nine yogurt boxes.
",There are nine yogurt boxes.,FALSE,6,"Question: In the supermarket there are nine yogurt boxes, after nine yogurt boxes got spoiled how many yogurt boxes are there? 
Answer:",-,9,9,yogurt boxes,got spoiled,0,zero,textual,249
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are six bread packages, after two bread packages were sold how many bread packages are there? 
Answer: There are six bread packages.
",There are six bread packages.,FALSE,6,"Question: In the supermarket there are six bread packages, after two bread packages were sold how many bread packages are there? 
Answer:",-,6,2,bread packages,were sold,4,four,textual,250
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are seven milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer: There are seven milk crates.
",There are seven milk crates.,FALSE,6,"Question: In the supermarket there are seven milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer:",-,7,2,milk crates,got spoiled,5,five,textual,251
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are six bread packages, after six bread packages got spoiled how many bread packages are there? 
Answer: There are six bread packages.
",There are six bread packages.,FALSE,6,"Question: In the supermarket there are six bread packages, after six bread packages got spoiled how many bread packages are there? 
Answer:",-,6,6,bread packages,got spoiled,0,zero,textual,252
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are seven yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are seven yogurt boxes.
",There are seven yogurt boxes.,FALSE,6,"Question: In the supermarket there are seven yogurt boxes, after four yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,7,4,yogurt boxes,were sold,3,three,textual,253
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are one milk crate, after one milk crates got spoiled how many milk crate are there? 
Answer: There are two milk crates.
",There are two milk crates.,FALSE,6,"Question: In the supermarket there are one milk crate, after one milk crates got spoiled how many milk crate are there? 
Answer:",-,1,1,milk crates,got spoiled,0,zero,textual,254
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are eight milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer: There are eight milk crates.
",There are eight milk crates.,FALSE,6,"Question: In the supermarket there are eight milk crates, after two milk crates got spoiled how many milk crates are there? 
Answer:",-,8,2,milk crates,got spoiled,6,six,textual,255
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are three milk crates, after two milk crates were sold how many milk crates are there? 
Answer: There are three milk crates.
",There are three milk crates.,FALSE,6,"Question: In the supermarket there are three milk crates, after two milk crates were sold how many milk crates are there? 
Answer:",-,3,2,milk crates,were sold,1,one,textual,256
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are eight bread packages, after five bread packages got spoiled how many bread packages are there? 
Answer: There are eight bread packages.
",There are eight bread packages.,FALSE,6,"Question: In the supermarket there are eight bread packages, after five bread packages got spoiled how many bread packages are there? 
Answer:",-,8,5,bread packages,got spoiled,3,three,textual,257
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are seven yogurt boxes, after six yogurt boxes were sold how many yogurt boxes are there? 
Answer: There are seven yogurt boxes.
",There are seven yogurt boxes.,FALSE,6,"Question: In the supermarket there are seven yogurt boxes, after six yogurt boxes were sold how many yogurt boxes are there? 
Answer:",-,7,6,yogurt boxes,were sold,1,one,textual,258
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: In the supermarket there are nine bread packages, after seven bread packages got spoiled how many bread packages are there? 
Answer: There are nine bread packages.
",There are nine bread packages.,FALSE,6,"Question: In the supermarket there are nine bread packages, after seven bread packages got spoiled how many bread packages are there? 
Answer:",-,9,7,bread packages,got spoiled,2,two,textual,259
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were eight boys at the park, but a few minutes later one boys went home. How many boys are in the park in total? 
Answer: There were eight boys at the park, but a few minutes later one boy went home.
","There were eight boys at the park, but a few minutes later one boy went home.",FALSE,7,"Question: There were eight boys at the park, but a few minutes later one boys went home. How many boys are in the park in total? 
Answer:",-,8,1,boys,went home,7,seven,textual,260
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were five friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer: There were five friends at the park, but a few minutes later two friends went home.
","There were five friends at the park, but a few minutes later two friends went home.",FALSE,7,"Question: There were five friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer:",-,5,2,friends,went home,3,three,textual,261
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were two boys at the park, but a few minutes later one boys were picked up by their parents. How many boys are in the park in total? 
Answer: There were two boys at the park, but a few minutes later one boy was picked up by his","There were two boys at the park, but a few minutes later one boy was picked up by his",TRUE,7,"Question: There were two boys at the park, but a few minutes later one boys were picked up by their parents. How many boys are in the park in total? 
Answer:",-,2,1,boys,were picked up by their parents,1,one,textual,262
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were five girls at the park, but a few minutes later one girls went home. How many girls are in the park in total? 
Answer: There were five girls at the park, but a few minutes later one girl went home.
","There were five girls at the park, but a few minutes later one girl went home.",FALSE,7,"Question: There were five girls at the park, but a few minutes later one girls went home. How many girls are in the park in total? 
Answer:",-,5,1,girls,went home,4,four,textual,263
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were one girl at the park, but a few minutes later one girls were picked up by their parents. How many girl are in the park in total? 
Answer: There were one girl at the park, but a few minutes later one girls were picked up by their","There were one girl at the park, but a few minutes later one girls were picked up by their",FALSE,7,"Question: There were one girl at the park, but a few minutes later one girls were picked up by their parents. How many girl are in the park in total? 
Answer:",-,1,1,girls,were picked up by their parents,0,zero,textual,264
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were seven friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer: Seven.
",Seven.,FALSE,7,"Question: There were seven friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer:",-,7,2,friends,went home,5,five,textual,265
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were ten boys at the park, but a few minutes later three boys went home. How many boys are in the park in total? 
Answer: There were ten boys at the park, but a few minutes later three boys went home.
","There were ten boys at the park, but a few minutes later three boys went home.",FALSE,7,"Question: There were ten boys at the park, but a few minutes later three boys went home. How many boys are in the park in total? 
Answer:",-,10,3,boys,went home,7,seven,textual,266
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,11000,42,"Question: There were two friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer: There were two friends at the park, but a few minutes later two friends went home.
","There were two friends at the park, but a few minutes later two friends went home.",FALSE,7,"Question: There were two friends at the park, but a few minutes later two friends went home. How many friends are in the park in total? 
Answer:",-,2,2,friends,went home,0,zero,textual,267
